"Time Frame" ,"Location Id" ,"Location"                 ,"Lodged Bonds" ,"Active Bonds" ,"Closed Bonds" ,"Median Rent" ,"Geometric Mean Rent" ,"Upper Quartile Rent" ,"Lower Quartile Rent" ,"Log Std Dev Weekly Rent"
"1993-11-01" ,"2"           ,"Auckland Region"          ,"2,394"        ,"33711"        ,"2,094"        ,"190"         ,"193"                 ,"230"                 ,"160"                 ,"0.34"
"1993-11-01" ,"3"           ,"Waikato Region"           ,"774"          ,"9285"         ,"819"          ,"135"         ,"135"                 ,"170"                 ,"110"                 ,"0.35"
"1993-11-01" ,"4"           ,"Bay of Plenty Region"     ,"504"          ,"5595"         ,"453"          ,"145"         ,"138"                 ,"165"                 ,"120"                 ,"0.25"
"1993-11-01" ,"5"           ,"Gisborne Region"          ,"63"           ,"867"          ,"57"           ,"140"         ,"129"                 ,"150"                 ,"125"                 ,"0.23"
"1993-11-01" ,"6"           ,"Hawke's Bay Region"       ,"273"          ,"3210"         ,"255"          ,"140"         ,"137"                 ,"165"                 ,"120"                 ,"0.24"
"1993-11-01" ,"7"           ,"Taranaki Region"          ,"201"          ,"2559"         ,"174"          ,"130"         ,"127"                 ,"159"                 ,"110"                 ,"0.29"
"1993-11-01" ,"8"           ,"Manawatu-Wanganui Region" ,"573"          ,"5943"         ,"672"          ,"140"         ,"146"                 ,"190"                 ,"116"                 ,"0.40"
"1993-11-01" ,"9"           ,"Wellington Region"        ,"870"          ,"12792"        ,"828"          ,"170"         ,"173"                 ,"220"                 ,"135"                 ,"0.38"
"1993-11-01" ,"12"          ,"West Coast Region"        ,"27"           ,"450"          ,"18"           ,"120"         ,"111"                 ,"136"                 ,"90"                  ,"0.28"
"1993-11-01" ,"13"          ,"Canterbury Region"        ,"858"          ,"11754"        ,"984"          ,"150"         ,"142"                 ,"180"                 ,"120"                 ,"0.34"
"1993-11-01" ,"14"          ,"Otago Region"             ,"381"          ,"5319"         ,"516"          ,"140"         ,"135"                 ,"160"                 ,"114"                 ,"0.38"
"1993-11-01" ,"15"          ,"Southland Region"         ,"102"          ,"1566"         ,"102"          ,"100"         ,"101"                 ,"120"                 ,"85"                  ,"0.27"
"1993-11-01" ,"16"          ,"Tasman Region"            ,"30"           ,"348"          ,"30"           ,"155"         ,"151"                 ,"165"                 ,"133"                 ,"0.17"
"1993-11-01" ,"17"          ,"Nelson Region"            ,"132"          ,"1365"         ,"141"          ,"145"         ,"140"                 ,"180"                 ,"120"                 ,"0.28"
"1993-11-01" ,"18"          ,"Marlborough Region"       ,"51"           ,"807"          ,"48"           ,"130"         ,"131"                 ,"150"                 ,"119"                 ,"0.19"
"1993-12-01" ,"-99"         ,"ALL"                      ,"7,071"        ,"103563"       ,"7,665"        ,"160"         ,"157"                 ,"200"                 ,"125"                 ,"0.39"
"1993-12-01" ,"-1"          ,"NA"                       ,"411"          ,"6525"         ,"432"          ,"140"         ,"134"                 ,"173"                 ,"100"                 ,"0.46"
"1993-12-01" ,"1"           ,"Northland Region"         ,"165"          ,"2049"         ,"150"          ,"130"         ,"125"                 ,"150"                 ,"110"                 ,"0.29"
"1993-12-01" ,"2"           ,"Auckland Region"          ,"2,187"        ,"33819"        ,"2,079"        ,"190"         ,"197"                 ,"240"                 ,"160"                 ,"0.35"
"1993-12-01" ,"3"           ,"Waikato Region"           ,"732"          ,"9222"         ,"795"          ,"140"         ,"136"                 ,"170"                 ,"110"                 ,"0.34"
"1993-12-01" ,"4"           ,"Bay of Plenty Region"     ,"396"          ,"5589"         ,"402"          ,"150"         ,"139"                 ,"165"                 ,"120"                 ,"0.30"
"1993-12-01" ,"5"           ,"Gisborne Region"          ,"66"           ,"867"          ,"66"           ,"130"         ,"133"                 ,"150"                 ,"120"                 ,"0.19"
"1993-12-01" ,"6"           ,"Hawke's Bay Region"       ,"231"          ,"3222"         ,"219"          ,"140"         ,"140"                 ,"160"                 ,"125"                 ,"0.25"
"1993-12-01" ,"7"           ,"Taranaki Region"          ,"183"          ,"2535"         ,"204"          ,"130"         ,"128"                 ,"160"                 ,"110"                 ,"0.31"
"1993-12-01" ,"8"           ,"Manawatu-Wanganui Region" ,"426"          ,"5862"         ,"507"          ,"130"         ,"133"                 ,"165"                 ,"110"                 ,"0.33"
"1993-12-01" ,"9"           ,"Wellington Region"        ,"741"          ,"12720"        ,"813"          ,"170"         ,"172"                 ,"210"                 ,"135"                 ,"0.37"
"1993-12-01" ,"12"          ,"West Coast Region"        ,"21"           ,"447"          ,"24"           ,"123"         ,"115"                 ,"135"                 ,"103"                 ,"0.30"
"1993-12-01" ,"13"          ,"Canterbury Region"        ,"801"          ,"11664"        ,"891"          ,"150"         ,"143"                 ,"180"                 ,"120"                 ,"0.37"
"1993-12-01" ,"14"          ,"Otago Region"             ,"402"          ,"4965"         ,"756"          ,"150"         ,"155"                 ,"220"                 ,"120"                 ,"0.47"
"1993-12-01" ,"15"          ,"Southland Region"         ,"96"           ,"1551"         ,"111"          ,"110"         ,"106"                 ,"130"                 ,"95"                  ,"0.34"
"1993-12-01" ,"16"          ,"Tasman Region"            ,"24"           ,"345"          ,"27"           ,"150"         ,"124"                 ,"165"                 ,"100"                 ,"0.40"
"1993-12-01" ,"17"          ,"Nelson Region"            ,"129"          ,"1365"         ,"129"          ,"160"         ,"155"                 ,"180"                 ,"140"                 ,"0.22"
"1993-12-01" ,"18"          ,"Marlborough Region"       ,"60"           ,"810"          ,"57"           ,"140"         ,"137"                 ,"160"                 ,"130"                 ,"0.26"
"1994-01-01" ,"-99"         ,"ALL"                      ,"9,765"        ,"105474"       ,"7,854"        ,"160"         ,"158"                 ,"200"                 ,"125"                 ,"0.42"
"1994-01-01" ,"-1"          ,"NA"                       ,"516"          ,"6570"         ,"474"          ,"130"         ,"129"                 ,"165"                 ,"100"                 ,"0.47"
"1994-01-01" ,"1"           ,"Northland Region"         ,"171"          ,"2055"         ,"168"          ,"125"         ,"119"                 ,"150"                 ,"100"                 ,"0.33"
"1994-01-01" ,"2"           ,"Auckland Region"          ,"2,547"        ,"34158"        ,"2,208"        ,"190"         ,"193"                 ,"240"                 ,"150"                 ,"0.36"
"1994-01-01" ,"3"           ,"Waikato Region"           ,"981"          ,"9447"         ,"756"          ,"130"         ,"134"                 ,"170"                 ,"110"                 ,"0.34"
"1994-01-01" ,"4"           ,"Bay of Plenty Region"     ,"468"          ,"5652"         ,"405"          ,"150"         ,"143"                 ,"170"                 ,"120"                 ,"0.30"
"1994-01-01" ,"5"           ,"Gisborne Region"          ,"75"           ,"885"          ,"57"           ,"130"         ,"129"                 ,"150"                 ,"116"                 ,"0.23"
"1994-01-01" ,"6"           ,"Hawke's Bay Region"       ,"246"          ,"3264"         ,"204"          ,"142"         ,"138"                 ,"170"                 ,"120"                 ,"0.27"
"1994-01-01" ,"7"           ,"Taranaki Region"          ,"264"          ,"2559"         ,"240"          ,"130"         ,"127"                 ,"160"                 ,"100"                 ,"0.38"
"1994-01-01" ,"8"           ,"Manawatu-Wanganui Region" ,"687"          ,"6009"         ,"540"          ,"145"         ,"146"                 ,"190"                 ,"120"                 ,"0.39"
"1994-01-01" ,"9"           ,"Wellington Region"        ,"1,059"        ,"12891"        ,"888"          ,"175"         ,"176"                 ,"220"                 ,"140"                 ,"0.40"
"1994-01-01" ,"12"          ,"West Coast Region"        ,"45"           ,"456"          ,"36"           ,"90"          ,"86"                  ,"130"                 ,"62"                  ,"0.55"
"1994-01-01" ,"13"          ,"Canterbury Region"        ,"1,272"        ,"11967"        ,"969"          ,"150"         ,"148"                 ,"190"                 ,"120"                 ,"0.39"
"1994-01-01" ,"14"          ,"Otago Region"             ,"1,065"        ,"5445"         ,"585"          ,"180"         ,"173"                 ,"250"                 ,"125"                 ,"0.53"
"1994-01-01" ,"15"          ,"Southland Region"         ,"120"          ,"1554"         ,"117"          ,"100"         ,"100"                 ,"120"                 ,"85"                  ,"0.32"
"1994-01-01" ,"16"          ,"Tasman Region"            ,"42"           ,"357"          ,"27"           ,"145"         ,"138"                 ,"180"                 ,"130"                 ,"0.39"
"1994-01-01" ,"17"          ,"Nelson Region"            ,"147"          ,"1389"         ,"120"          ,"155"         ,"152"                 ,"175"                 ,"135"                 ,"0.28"
"1994-01-01" ,"18"          ,"Marlborough Region"       ,"60"           ,"810"          ,"57"           ,"133"         ,"130"                 ,"150"                 ,"118"                 ,"0.22"
"1994-02-01" ,"-99"         ,"ALL"                      ,"9,915"        ,"107847"       ,"7,542"        ,"158"         ,"156"                 ,"200"                 ,"120"                 ,"0.42"
"1994-02-01" ,"-1"          ,"NA"                       ,"555"          ,"6675"         ,"450"          ,"135"         ,"131"                 ,"170"                 ,"100"                 ,"0.47"
"1994-02-01" ,"1"           ,"Northland Region"         ,"177"          ,"2076"         ,"156"          ,"130"         ,"121"                 ,"150"                 ,"100"                 ,"0.31"
"1994-02-01" ,"2"           ,"Auckland Region"          ,"2,580"        ,"34713"        ,"2,022"        ,"190"         ,"196"                 ,"240"                 ,"155"                 ,"0.37"
"1994-02-01" ,"3"           ,"Waikato Region"           ,"936"          ,"9681"         ,"702"          ,"130"         ,"129"                 ,"160"                 ,"105"                 ,"0.33"
"1994-02-01" ,"4"           ,"Bay of Plenty Region"     ,"498"          ,"5700"         ,"453"          ,"145"         ,"139"                 ,"165"                 ,"125"                 ,"0.29"
"1994-02-01" ,"5"           ,"Gisborne Region"          ,"84"           ,"903"          ,"66"           ,"125"         ,"127"                 ,"145"                 ,"110"                 ,"0.22"
"1994-02-01" ,"6"           ,"Hawke's Bay Region"       ,"246"          ,"3306"         ,"204"          ,"140"         ,"140"                 ,"165"                 ,"125"                 ,"0.25"
"1994-02-01" ,"7"           ,"Taranaki Region"          ,"225"          ,"2607"         ,"177"          ,"125"         ,"122"                 ,"150"                 ,"100"                 ,"0.29"
"1994-02-01" ,"8"           ,"Manawatu-Wanganui Region" ,"927"          ,"6357"         ,"576"          ,"145"         ,"147"                 ,"200"                 ,"120"                 ,"0.45"
"1994-02-01" ,"9"           ,"Wellington Region"        ,"1,092"        ,"13080"        ,"903"          ,"170"         ,"174"                 ,"220"                 ,"135"                 ,"0.40"
"1994-02-01" ,"12"          ,"West Coast Region"        ,"33"           ,"456"          ,"33"           ,"125"         ,"119"                 ,"143"                 ,"108"                 ,"0.25"
